Kalimat Asli,Kalimat Dinormalisasi,Level Kata Kasar,Disamarkan
USER brisik lu bacot',guna berisik kamu bacot,1,0
USER Wah brengsek nih. Ketauan yg punya bisa mampus aku. :((',guna wah berengsek nih tahu yang punya bisa mampus aku,1,1
"""Kita akan belajar giat, dengan penuh dedikasi, tapi bukan hanya untuk lulus ujian."" (3 idiot). #TweetDSAP'",kita akan ajar giat dengan penuh dedikasi tapi bukan hanya untuk lulus uji e idiot twit,0,1
"Kata Opung, tenaga kerja asal China, semua punya skill khusus, sehingga buruh pribumi tidak layak untuk membangun proyek pemerintah.; ; Tapi nyatanya TKA asal China itu juga banyak unskilled labour nya!; ; Jadi, 10 juta lapangan pekerjaan baru itu, sebenar",kata opung tenaga kerja asal cina semua punya skill khusus sehingga buruh pribumi tidak layak untuk bangun proyek perintah tapi nyata tenaga kerja asing asal cina itu juga banyak tidak terampil labour nyai jadi io juta lapang kerja baru itu benar,0,1
Beli barang pengiriman dr cina biasanya paket transit cin-indo cuma 3 hari napa ini seminggu\xf0\x9f\x98\xa2',beli barang kirim dari cina biasa paket transit cinindo cuma e hari kenapa ini minggu xfo xgf xgb xaz,0,1
USER USER iih...cebong cebong....gagal paham kali kau....ga salah kalau udah kena virus cebong...jadi dungu...hahahaha ga bisa trima kenyataan yah....kasihan deh lo.',guna guna ih cebong cebong gagal paham kali kamu tidak salah kalau sudah kena virus cebong jadi dungu haha tidak bisa terima nyata ya kasihan deh kamu,2,1
"USER USER USER Coba aja pak USER punya sifat keras seperti endorgan sedikit saja, mungkin mereka yang nuduh PKI itu udah masuk Lapas kali ya,; Salut sama bapak presiden kita USER sabarnya tingkat dewa; Maju terus pak ; #2019TetapJokow",guna guna guna coba saja pak guna punya sifat keras seperti erdogan sedikit saja mungkin mereka yang tuduh partai komunis indonesia itu sudah masuk lembaga masyarakat kali ya salut sama bapak presiden kita guna sabar tingkat dewa maju terus pak zoigtetapjokow,0,1
"USER klo jaman dki yg dimainkan isu cina ,kapir. sekarang yg cina kapir justru dari keluarga si ono. silit eh sulit lah'",guna kalau jaman daerah khusus ibukota yang main isu cina kafir sekarang yang cina kafir justru dari keluarga sih ono silit eh sulit lah,2,1
"Kata orang nyasar itu rugi banget, tapi aku gak ngerasa rugi karena cintaku sudah nyasar kehati kamu'",kata orang sasar itu rugi banget tapi aku tidak rasa rugi karena cinta sudah sasar ke hati kamu,0,0
Terkadang mending terlihat seperti bajingan dan bangsat sekalian daripada yg terlihat kalem dan alim tapi tau tau bikin malu orang tua...',terkadang mending lihat seperti bajing dan bangsat sekali daripada yang lihat kalem dan alim tapi tau tau bikin malu orang tua,1,1
USER USER berani bubarkan KPK?? akan berhadapan dengan rakyat kau anjing,guna guna berani bubar komisi berantas korupsi akan hadap dengan rakyat kamu anjing,1,0
"Woohoo, lumayan juga ternyata wifi di rumah nih~ \npenolong saat kuota habis sebekum waktunya.. kampret nih tri~ \xf0\x9f\x98\xaa URL",uhuy lumayan juga nyata wifi di rumah nih tolong saat kuota habis belum waktu kampret nih tri xfo xgf xgb xaa uniform resource locator,2,1
Buat apa nyerang pemerintah Jokowi yg bentar lagi berhenti berkuasa?Lengserkan di pemilihan presiden mendatang.,buat apa serang perintah jokowi yang bentar lagi henti kuasa lengser di pilih presiden datang,3,1
RT USER: USER Truss Lantas Jokowi yg kamu tuduh Melakukannya?? Kalau benar itu tuduhannmu??..sungguh Akal dan Akhlak mu sebaga\xe2\x80\xa6',rt guna guna terus lantas jokowi yang kamu tuduh laku kalau benar itu tuduh sungguh akal dan akhlak mu bagai xez xbo xag,0,1
USER ya lu bacot bngst',guna ya kamu bacot bangsat,1,0
Antropologi fisik:; 1. Paleo Anthropology; 2. Somatologi; Antropologi budaya:; 1. Arkeologi; 2. Etnolinguistik; 3. Etnologi; 4. Antropologi sosial,antropologi fisik i paleo antropologi z somatologi antropologi budaya i arkeologi z etnolinguistik e etnologi a antropologi sosial,0,1
USER USER bodo amat akun capek',guna guna bodoh amat akun cape,1,0
hestek tandingan dr #PersibTakutMainDiJakarta nggak nyambung dg fakta yg beredar .\n#VikingAnjing\n#PerSSIb\n#persLIB\n#LigaIndonesiaBandung\n#BotolKosong nyaring bunyinya macam congor mereka \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x9d\xf0\x9f\x98\x,tagar tanding dari persib takut main di jakarta enggak sambung dengan fakta yang edar dan viking anjing dan persib dan persib dan liga indonesia bandung dan botol kosong nyaring bunyi macam congor mereka xfo xgf xgb xbz xfo xgf xgb xbz xfo xgf xgb xgd xfo xgf xgb x,2,1
"Pengantar Presiden Joko Widodo pada Rapat Terbatas tentang Percepatan Pelaksanaan Berusaha (Online Single Submission/OSS), 18 April 2018, di Istana Kepresidenan Bogor, Jawa Barat;",antar presiden joko widodo pada rapat batas tentang cepat laksana usaha online single submission online single submission ib april zoib di istana presiden bogor jawa barat,0,1
"USER \xe2\xa0\x80\n\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80 \xe3\x80\x8c Saya! Saya! Yang dulu bisu, kini sudah bisa bagi cuap-cuap! \xe3\x80\x8d'",guna xez xao xbo dan xez xao xbo xez xao xbo xez xao xbo xez xao xbo xee xbo xbc saya saya yang dulu bisu kini sudah bisa bagi cuapcuapi xee xbo xbd,0,1
USER Hanya membaca dn tai aja',guna hanya baca dan tai saja,1,0
Ombudsman RI: Setiap Hari Ada dua Pesawat Antar TKA Tiongkok ke Indonesia,ombudsman ri tiap hari ada dua pesawat antar tenaga kerja asing tiongkok ke indonesia,0,0
USER USER USER USER USER USER USER Hihihi..cebong rasa kampret tu gue kira cuma ada dlm dongeng.\nRupanya....\xf0\x9f\x98\x82',guna guna guna guna guna guna guna hihi cebong rasa kampret itu gue kira cuma ada dalam dongeng rupa xfo xgf xgb xbz,2,1
"""Insyaallah bulan depan akan kita coba mulai tanggal 24 Mei. Nanti akan kita lihat apakah ada hal-hal yang perlu diperbaiki. Airport Kertajati bisa menampung kurang lebih 5,6 juta penumpang merupakanÂ airport terbesar setelah Soekarno-Hatta,â?? ujar Presiden.",insyaallah bulan depan akan kita coba mulai tanggal saja mei nanti akan kita lihat apakah ada halhal yang perlu baik airport kertajati bisa tampung kurang lebih si tidak juta tumpang rupa airport besar telah soekarnohatta ujar presiden,0,1
"Meski Tak Berambisi, Jokowi Siap Nyapres Jika Didukung Ulama",meski tak ambisi jokowi siap calon presiden jika dukung ulama,0,0
Seksyen 2 Mega #Utusan Malaysia 11April; #lebihdaripadapolitik; Beli #UtusanMalaysia atau langgan #islam #muslim #alquran #keluarga #wanita #kesihatan #hiburan #artis #budaya #sains #teknologi #alamsekitar #alumni #kampus #universiti #wira #tentera #polis,bagi z mega utus malaysia iiapril lebih daripada politik beli utus malaysia atau langgan islam muslim alquran keluarga wanita sehat hibur artis budaya sains teknologi alam sekitar alumni kampus universitas wira tentera polis,0,1
"USER Saya tiba2 langsung stroke, wekekkeke ini mah cuma orang picek aja yg gak tau'",guna saya tibaz langsung strok wkwk ini adalah cuma orang picek saja yang tidak tau,1,1
lihatlah Rakyat &amp; NKRI ini mending mundur aja pak Jokowi URL,lihat rakyat amp negara satu republik indonesia ini mending mundur saja pak jokowi uniform resource locator,1,0
"15. Terimakasih, selamat jalan, Ila jiwari robbihimul A`la jalla wa `alaa, Ra lilur sering mengingatkan kita bahwa ulama jika sudah cinta dunia, bahaya, bahaya, dawuh beliau, dawuh2 yg kadang memberi kita pelajaran sangat berharga, lahul fatihah... ð??¥ð??¥ð??¥",is terima kasih selamat jalan ila jiwari robbihimul a lah jalla wa alah ra lilur sering ingat kita bahwa ulama jika sudah cinta dunia bahaya bahaya perintah beliau dawuhz yang kadang beri kita ajar sangat harga lahul fatihah,0,1
USER Kemaren beli babi namanya fadil',guna kemarin beli babi nama fadil,1,0
"USER dapet lah, stiap perbuatan kita, baik/buruk pst dapet balasan yg stimpal, kalo di hindu, balasannya bisa di kehidupan skrng atau di kehidupan yg akan datang'",guna dapat lah tiap buat kita baik buruk pasti dapat balas yang timpal kalau di hindu balas bisa di hidup sekarang atau di hidup yang akan datang,0,0
"USER Elu,omong apa culun??'",guna kamu omong apa culun,1,0
USER Mampus',guna mampus,1,0
RT USER: Ngentot yukkk',rt guna ngentot yukkk,1,0
"TKA China sdh berani melecehkan bendera Merah Putih...; ; Apakah kita akan diam saja..!!; ; Semakin TKA China banyak yg datang, semakin mrk AROGAN krn merasa kuat..; ; Apalagi didukung oleh Rezim Penguasa, dg kemudahan TKA China masuk ke NKRI.; ; Mau dijaj",tenaga kerja asing cina sudah berani leceh bendera merah putih apakah kita akan diam saja ih makin tenaga kerja asing cina banyak yang datang makin mereka arogan karena rasa kuat apalagi dukung oleh rezim kuasa dengan mudah tenaga kerja asing cina masuk ke negara satu republik indonesia mau jajah,2,1
Ketika Ulama dan Umara Bersatu | NU Online,ketika ulama dan umara satu nu online,0,1
Pidex yg suka bash penipu lelang acc masih hidup? Yang dulu kek jijik sama jualan apps eh sekarang malah dia yg jualan apps :V mending lu jilat telapak kaki gue aja dex',injak yang suka bash tipu lelang acc masih hidup yang dulu kayak jijik sama jual apps eh sekarang malah dia yang jual apps v mending kamu jilat telapak kaki gue saja dex,1,0
RT USER USER BADMINTON PUTRI INDONESIA KOK KALAH SAMA JEPANG N CINA ...MEREKA BERMAIN LEPAS TIDAK GAMPANG MENYERAH KOMUNIS SEENAKNYA DI SINI,rt guna guna badminton putri indonesia kok kalah sama jepang dan cina mereka main lepas tidak gampang serah komunis enak di sini,2,1
USER USER sejak lo dm pake capslock terus bilang gua cocot wkwk',guna guna sejak kamu direct message pakai capslock terus bilang gue cocot wkwk,1,0
mau cerita. laki2 emang brengsek ya. dasar cupu',mau cerita lakiz memang berengsek ya dasar cupu,2,1
"Jika mengaku SAYA PANCASILA dan SAYA INDONESIA, maka TAATILAH UU di Indonesia!\n\nSesuai Keppres No. 6/2000 dan SK MenAg Nomor MA/12/2006, agama yg diakui di NKRI : Islam, Kristen Protestan, Katolik, Hindu, Buddha dan Kong Hu Cu.\n\nDiluar itu, agamanya",jika aku saya pancasila dan saya indonesia maka taat undang undang di indonesia dan sesuai putus presiden no tidak zooo dan surat putus menteri agama nomor sama iya zoog agama yang aku di negara satu republik indonesia islam kristen protestan katolik hindu buddha dan kong hu cu dan di luar itu agama,0,1
"USER USER Itulah contoh orang yang mau kerja untuk rakyatnya bukan untuk partainya loh.. Untuk rakyatnya... Ada wakil ketua dpr kita yg kerjaanya nyinyir dan nyinyir aja ke pemerintah, bukan kritik tapi nyela.. Coba dpr tugasnya apa? 3 t",guna guna itu contoh orang yang mau kerja untuk rakyat bukan untuk partai lah untuk rakyat ada wakil ketua dewan wakil rakyat kita yang kerja nyinyir dan nyinyir saja ke perintah bukan kritik tapi sela coba dewan wakil rakyat tugas apa e t,0,1
USER USER Kalau saja beliau ini Projo pasti dapat gelar Kristen Nusantara\xf0\x9f\x98\x80',guna guna kalau saja beliau ini promo pasti dapat gelar kristen nusantara xfo xgf xgb xbo,0,1
"PT20langgarkonstitusi Rezim otoriter ini gk habis-habis tabrak-tubruk UU, kali ini undang-undang Dasar pun mau dijebol..mk waktunya lengserkan jokowi",ptzolanggarkonstitusi rezim otoriter ini tidak habishabis tabraktubruk undang undang kali ini undangundang dasar pun mau jebol mk waktu lengser jokowi,3,1
"USER USER itu kerjaan cornelis, tionghoa yg stress gila'",guna guna itu kerja cornelis tionghoa yang stres gila,2,0
USER Modal cebong cuma COPAS. Bukti kapasitas otak minimalis...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',guna modal cebong cuma copy paste bukti kapasitas otak minimal xfo xgf xgb xbz xfo xgf xgb xbz xfo xgf xgb xbz,1,1
USER USER USER Makasih aku memang unik ga kaya armeries udik',guna guna guna terima kasih aku memang unik tidak kayak armeries udik,1,0
Pekerja Seni Komersial kalo ngomong memang cuma copas. Isi kepalanya ya cuma eksis sama kontrak baru.. capee \xf0\x9f\x99\x84\xf0\x9f\x99\x84 #PSK URL,kerja seni komersial kalau bicara memang cuma copy paste isi kepala ya cuma eks sama kontrak baru cape xfo xgf xgg xba xfo xgf xgg xba kerja seks komersial uniform resource locator,0,1
"lengserkan jokowi! ""USER: Rejim anti subsidi adalah rejim anti kerakyatan. USER USER """,lengser jokowi guna rejim anti subsidi adalah rejim anti rakyat guna guna,3,1
USER Nyamber juga dong...\n\nKulit leher kering kurang vit C..Cupang\n\nKulit bokong kering kurang vit C..Cebok\n\nHidup kurang bahagia kurang vit C..Cewek/Cowok',guna sambar juga dong dan kulit leher kering kurang vit c cupang dan kulit bokong kering kurang vit c cebok dan hidup kurang bahagia kurang vit c cewek cowok,1,1
"USER USER Boleh tanya, Deny ini Muslim atau Kristen ya?'",guna guna boleh tanya deny ini muslim atau kristen ya,0,0
Babi haram babu halal hanya ulah Muhammad BEJAD mencatut nama Tuhan,babi haram babu halal hanya ulah muhammad bejat catut nama tuhan,2,0
RT USER: Calon partai GUREM yang kurang GAREM URL,rt guna calon partai gurem yang kurang garam uniform resource locator,2,0
4. Apa saja tulisan yang telah dibuat? USER #KUchat,a apa saja tulis yang telah buat guna aku chat,0,1
Eh kunyuk URL,eh kunyuk uniform resource locator,0,0
USER Rezim penguasa yg jd korban pers rezim SBY,guna rezim kuasa yang jadi korban pers rezim susilo bambang yudhoyono,1,0
"USER Sepegetahuan gua ya. Soekarno itu sebagian pernikahan itu untuk politik, untuk Indonesia juga.; ; Lagi pula bagi gua gak aneh, seorang presiden hebat kayak beliau disukain banyak cwe,",guna sepegetahuan gue ya soekarno itu bagi nikah itu untuk politik untuk indonesia juga lagi pula bagi gue tidak aneh orang presiden hebat kayak beliau suka banyak cewek,0,1
USER Selamat datang di tim yg dulunya berjaya sekarang menyisakan pemain2 burik \xf0\x9f\x98\x82',guna selamat datang di tim yang dulunya jaya sekarang sisa pemainz burik xfo xgf xgb xbz,2,1
"RT USER: jadi, setiap lewat tengah malam. jiwa sama raga nya ririn itu terpisah, jiwa nya ada di tempat gelap, sempit dan sepi. se\xe2\x80\xa6'",rt guna jadi tiap lewat tengah malam jiwa sama raga nya ririn itu pisah jiwa nya ada di tempat gelap sempit dan sepi se xez xbo xag,0,1
USER kebalik opp:) eunbi ga rela disamain sma bom',guna balik opp eunbi tidak rela sama sama bom,0,0
"Kalo ingat kata"" ini lucu hhhaa --&gt; yang budek kurasa org yg pnya hape itu hhhhaaaaa hapenya bolak balik bunyi ga diangkat. Oalah oalah!'",kalau ingat kata ini lucu hhhaa begitu yang budek aku rasa orang yang punya telepon genggam itu hhhhaaaaa handphonenya bolak balik bunyi tidak angkat walah oalahi,0,1
merantaulah kau akan dapatkan pengganti dari kerabat dan kawan imam syafii,rantau kamu akan dapat ganti dari kerabat dan kawan imam syafii,0,0
"- lipstick di sapu tangan Bora.\n\nDan diriku dalam hati, ""Mampus malu luh. Makan tuh cipokan.""'",lipstick di sapu tangan bora dan dan diri dalam hati mampus malu kamu makan itu cipok,1,1
.; H. Imam Munandar (Gubernur Riau periode 1980-1985 dan 1985-1990) memperoleh gelar Datuk Sriâ?¦,h imam munandar gubernur riau periode igbo igbs dan igbs iggo oleh gelar datuk sri,0,1
"RT USER: USER jawab aja\n\nkak lo org nya asik\ntp sayang omongannya kaya org goblok,jd bikin ilfeel\nmaaf ya\ngausah kebanyakan ng\xe2\x80\xa6'",rt guna guna jawab saja dan kakak kamu orang nya asyik tapi sayang omong kayak orang goblok jadi bikin ilfeel maaf ya tidak usah banyak ng xez xbo xag,1,1
USER USER Makin sarap nih si jul... Bntr lagi sirosis dia.',guna guna makin sarap nih sih jul sebentar lagi sirosis dia,1,1
USER Body bagus enak.ngentot lobang pantatmu say',guna body bagus enakngentot lobang pantat sayang,1,1
"USER Habis baca ini aku takut karena aku merasa 'insecure attachment' both ambivient dan disorganized ada dalam diri aku. Jadi aku cacat ya? Aku harus gimana untuk memperbaiki itu ka phoerange? Bagaimana ka USER menghadapi itu semua?""",guna habis baca ini aku takut karena aku rasa insecure attachment both ambient dan disorganized ada dalam diri aku jadi aku cacat ya aku harus bagaimana untuk baik itu kakak phoerange bagaimana kakak guna hadap itu semua,0,1
"Sebagai negara maju, ternyata segini gaji presiden AS dan pegawai pemerintahannya",bagai negara maju nyata gin gaji presiden as dan pegawai perintah,0,0
"1 oktober hari kesaktian pancasila, tapi pancasila sekarang diversikan ke arah komunis rezim diktator yg anti islam,",i oktober hari sakti pancasila tapi pancasila sekarang versi ke arah komunis rezim diktator yang anti islam,2,1
#FaktaFreeport Pemerintahan Soeharto yang menggantikan rezim Soekarno pun menerima Freeport dengan tangan terbuka. #AyoIndonesia #IndonesiaKuasaiFreeport #Freeport',fakta freeport perintah soeharto yang ganti rezim soekarno pun terima freeport dengan tangan buka ayo indonesia indonesia kuasa freeport freeport,0,1
"USER USER USER USER USER Si rosa ini kok mukanya tugu peringatan kenapa nggak batu nissan.. yg gentle dong, nggak apa2 juga kaum cebong'",guna guna guna guna guna sih rosa ini kok muka tugu ingat kenapa enggak batu nissan yang gentle dong enggak apaz juga kaum cebong,1,1
Kerjaan suharto dan sby pastik korupsi. Tangkap lahh URL,kerja soeharto dan susilo bambang yudhoyono pasti korupsi tangkap lah uniform resource locator,1,1
"USER USER #TokohPerubahan adalah mereka yang telah memberikan kontribusi nyata berkelanjutan untuk memajukan suatu masyarakat dlm berbagai bidang; ekonomi, budaya, kesehatan, dsb serta mengajak masyarakat bersinergi untuk lebih ber",guna guna tokoh ubah adalah mereka yang telah beri kontribusi nyata lanjut untuk maju suatu masyarakat dalam bagai bidang ekonomi budaya sehat dan bagai serta ajak masyarakat sinergi untuk lebih ber,0,0
USER Islam Nusantara itu terbukti gagal merubah yahudi Israel untuk menjadi rahmah.',guna islam nusantara itu bukti gagal ubah yahudi israel untuk jadi rahmah,0,1
